substrate	product	barrier	heat
C/C1=C2\CC[C@@]2(C)CC[C@H](C(C)C)C[CH+]1	C/C1=C\C[C@@H](C(C)C)CC[C+]2CC[C@]12C	18.726	10.504
CC(C)=CCC[C+]1[C@@H]2C[C@]2(C)CC[C@H]1C	C[C+](C)[C@@H]1CC[C@]12[C@H](C)CC[C@@]1(C)C[C@H]12	9.01	-4.856
CC(C)=C1CC[C@H](C)[C@@H]2CC[C@@H](C)[C+]2C1	C=C(C)[C+]1CC[C@H](C)[C@@H]2CC[C@@H](C)[C@@H]2C1	4.994	2.585
C/C1=C\CC[C+](C)/C=C\C(C)(C)CCC1	C[C+]1CCCC(C)(C)/C=C\[C@]2(C)CC[C@@H]12	6.684	2.537
CC1=CC[C@@](C)([C+]2CCC(C)(C)C2)CC1	CC1=CC[C+](C)[C@@H]([C@@H]2CCC(C)(C)C2)C1	15.853	3.124
C[C@H]1CC[C@@]2(C)C[C@@]3(CC[C@H]3C)[C@H](C)[C+]12	C[C@H]1CC[C+]2C[C@@]3(CC[C@H]3C)[C@H](C)[C@]21C	9.576	2.409
C[C@@H]1C[C@@]23CC[C@@H](C)[C@@H](CC2)C(C)(C)[C+]13	C[C+]1CC[C@]23CC[C@H]1C(C)(C)[C@H]2[C@H](C)C3	0.181	-9.992
C[C+]1CC[C@@H]2[C@H]1C(C)(C)C[C@H]1CC[C@]12C	CC1(C)C[C@H]2CC[C@@]3(C)CC[C@@](C)(C1)[C+]23	34.549	-11.756
C[C@H]1C[C@@]2(C)[C@H]3CC[C+]1[C@@]3(C)CC[C@H]2C	C[C+]1[C@@H](C)C[C@@]2(C)[C@H]3CC[C@@]13CC[C@H]2C	7.438	-1.007
C[C@@H]1C/C=C\C(C)(C)CC[C@@]2(C)CC[C+]12	C[C@@H]1C[CH+][C@H]2C(C)(C)CC[C@@]2(C)C12CC2	2.629	-22.572
C/C1=C/C=C(\[C+](C)C)CC[C@@H](C)CCC1	C[C@H]1CCC[C@@]2(C)C=C[C+](CC1)C2(C)C	14.56	-8.08
CC1=C[C@@H]([C@@H](C)[C+]2CC[C@H]2C(C)C)CC1	CC1=C[C@@H]([C+](C)[C@@H]2CC[C@H]2C(C)C)CC1	10.952	-2.686
CC1=CC[C@@]2(C)[C@@H](C)CC[C+](C)[C@@H]2CC1	CC1=C2CC[C+](C)CC[C@@]2(C)[C@@H](C)CC1	3.195	-2.158
C=C(C)[C+]1CC[C@@H](C)[C@H]2CC[C@H](C)[C@H]2C1	CC(C)=C1CC[C@@H](C)[C@H]2CC[C+](C)[C@H]2C1	10.513	-4.143
C[C+]1C[C@@H]2[C@H](C)[C@@H](CCC(C)C)[C@@]23C[C@@H]13	CC1=CC[C+]2[C@H](CCC(C)C)[C@@H](C)[C@H]2C1	10.949	9.703
C[C@@H]1CC[C+]2[C@H]1C[C@H]1CC[C@]2(C)C1(C)C	C[C+]1CC[C@@H]2C[C@H]3[C@H](C)CC[C@]13C2(C)C	8.995	4.184
C[C+]1[C@]2(C(C)C)CC[C@@]1(C)[C@H]1CC[C@@H]2C1	C[C+]1[C@H]2CC[C@H](C2)[C@@]2(C(C)C)CC[C@@]12C	4.957	1.381
C/C1=C\C[C@@H](C)[C+](C)CC/C(C)=C/CC1	C/C1=C\C[C+](C)[C@]2(C)CC[C@@H](C)[C@@H]2CC1	12.382	-20.433
C[C@H]1CC[C@@]23C[C@@](C)(CC[C+]12)CC3(C)C	C[C@H]1CC[C+]2C(C)(C)C[C@]3(C)CC[C@@]21C3	7.061	2.575
CC(C)=CC[CH+][C@]1(C)[C@@H](C)[C@H]2CC[C@@H]1C2	CC(C)=CC[C@H]1[C+](C)[C@@H]2CC[C@@H](C2)[C@@H]1C	22.083	-4.892
C[C+]1[C@H](C)[C@@H]2CC[C@]13CC(C)(C)C[C@@H]3C2	CCC[C@@]1(C)C[C+]2[C@@H](C[C@H]3CC[C@@]23C)C1	3.806	0.103
CC1=CC[C@]2(C)[C+](CC1)[C@@H](C)CC[C@H]2C	CC1=CC[C+](C)[C@]2(CC1)[C@@H](C)CC[C@H]2C	17.588	5.358
C[C+](C)[C@@H]1C[C@H]2[C@@H]1C[C@H](C)[C@@H]1CC[C@@]12C	CC(C)[C+]1C[C@H]2[C@@H]1C[C@H](C)[C@@H]1CC[C@@]12C	8.794	-1.297
C=C1CC[C+](C)CCC/C(C)=C\C[C@@H]1C	C/C1=C\C[C@H](C)[C+]2CC[C@](C)(CCC1)C2	1.988	-45.075
C[C@H]1CCC(C)(C)[C+]2CC[C@H]3C[C@]21[C@H]3C	C[C@H]1CCC(C)(C)[C@@]23CC[C@@H](C[C+]12)[C@@H]3C	8.002	-13.874
C/C1=C/CC/C(C)=C/C[C@H]([C+](C)C)CC1	CC1=C2CC[C+](C)[C@H]2C[C@H](C(C)C)CC1	11.387	-35.861
C[C+]1CC=C2[C@H](CC1)CC[C@@]2(C)C(C)C	CC(C)[C@]1(C)CC[C@H]2CC[C@]3(C)C[C@@H]3[C+]21	2.785	-19.83
C[C+]1CC[C@]12[C@H]1CC(C)(C)C[C@H]1C[C@H]2C	C[C@@H]1C[C@@H]2CC(C)(C)C[C@@H]2[C+]1C1(C)CC1	8.13	-2.807
C[C+](C)[C@@H]1CC[C@]12[C@H](C)CC[C@@]1(C)C[C@H]12	CC(C)=CCC[C+]1[C@@H]2C[C@]2(C)CC[C@H]1C	16.364	-1.047
C[C@@H]1C[C@@H]2[CH+]C(C)(C)CC[C@]2(C)C12CC2	C[C@@H]1C[CH+][C@@H]2C(C)(C)CC[C@]2(C)C12CC2	7.497	3.744
C[CH+]CCC1=C/CC(C)(C)CC\C=C\1C	C=CCC/C1=C(\C)[CH+]CCC(C)(C)CC1	0.557	-11.626
CC(C)=CCC[C@@]1(C)[C@@H]2CC[C+](C)[C@H]1C2	CC(C)=CCC[C+](C)[C@H]1CC=C(C)CC1	10.133	3.57
CC(C)=CCC[C@@H]1[C@@H](C)C[C@H]2[C+](C)C[C@H]21	CC(C)=CCC[C@@H]1[C+](C)CC[C@@]2(C)C[C@@H]12	10.126	-1.904
C[C+](C)[C@]12CC[C@](C)(C1)[C@H]1CC[C@@]1(C)C2	CC1(C)CC[C@]2(C)C[C+]1C[C@]1(C)CC[C@@H]12	1.528	-4.51
CC1=CCC[C@@H]([C+]2CCC(C)(C)[C@@H]2C)C1	C[C+]1C[C@H]2CC[C@@H]1[C@]21CCC(C)(C)[C@@H]1C	8.552	-12.11
CC(C)=CC[C@H]1[C+](C)[C@H]2CC[C@]1(C)CC2	CC(C)=C[C@]1(C)C[CH+][C@]2(C)CC[C@H]1CC2	31.988	28.812
C[C@H]1CC(C)(C)[C@@H]2CC[C@H]3CC[C@@]3(C)[C+]12	C[C@H]1CC(C)(C)[CH+][C@]12CC[C@H]1CC[C@]12C	29.741	18.656
C[C+]1[C@@H]2CC[C@@H](C)[C@@]23CC[C@H](C3)C1(C)C	C[C+]1[C@@H]2CC[C@@]3(C2)[C@@H](CC[C@H]3C)C1(C)C	8.147	2.321
C[C+](C)CC1=CCC[C@H](C)[C@H]2CC[C@@]12C	C[C@H]1CC[C@H]2[C+](CC2(C)C)[C@]2(C)CC[C@H]12	9.601	-12.414
C/C=C(/C[C+]1[C@H]2CC[C@]1(C)CC2)C(C)C	C/C=C(/C[C@@]12CC[C@@H]1CC[C+]2C)C(C)C	12.602	9.937
C[C+]1CCC(C)(C)/C=C/C[C@@H](C)C12CC2	C[C@@H]1C/C=C/C(C)(C)CC[C@@]2(C)CC[C+]12	14.926	-3.463
C[C+]1[C@@H]2CC[C@@H](C)[C@]23CC[C@@](C)(C3)[C@@H]1C	C[C@H]1[C@@]2(C)CC[C@@]3(C2)[C@H](C)CC[CH+][C@]13C	16.771	16.771
C[C+]1CC[C@@]23CCC[C@H](C)[C@@]12CC3(C)C	C[C+]1CCC[C@]23CC[C@@H](C)[C@]12CC3(C)C	5.134	-9.212
CC(C)[C+]1C[C@H]2[C@H](C)C[C@@]13[C@@H](C)CC[C@H]23	CC(C)[C@]12C[C@H]([C@H]3CC[C@H](C)[C+]31)[C@H](C)C2	2.732	-0.595
C[C@H]1CC[C@@H]1[C+]1C(C)(C)[C@H]2CC[C@]1(C)C2	C[C+]1C[C@@H]2CC[C@@]1([C@H]1CC[C@@H]1C)C2(C)C	6.633	3.639
CC(C)=CCC[C@@]1(C)[C@@H]2CC[C+](C)[C@H]1C2	C[C+](C)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@@H](C3)[C@@]12C	3.167	-12.83
C[C+](C)[C@@]12CC[C@@]3(C)CCC[C@@](C)(C1)[C@H]32	CC1(C)C[C@]2(C)CCC[C@]3(C)CC[C+]1[C@H]23	11.454	-10.215
CC1=CCC([C@@H](C)CCC[C+](C)C)=CC1	C[C+]1CC[C@@]23C[C@@H]1C(C)(C)[C@@H]2CC[C@@H]3C	6.503	-43.117
C[C+]1C[C@@H]2[C@@H](C(C)C)CC[C@H](C)[C@@]23C[C@@H]13	CC(C)[C@H]1CC[C@H](C)[C+]2[C@@H]1C[C@]1(C)C[C@H]21	16.326	-4.748
CC(C)[C+]1C=C[C@@]2(C)CCC[C@@]2(C)CC1	CC(C)C1=C[C@H](C)[C+]2CCC[C@@]2(C)CC1	17.59	6.903
CC(C)[C@@]12CC[C@]1(C)[C@H]1C[CH+][C@H](C)[C@H]1C2	CC(C)[C@@]12CC[C@]1(C)[C@H]1C[C@H](C)[CH+][C@H]1C2	5.863	-8.697
C[C+]1CCC=C2CC(C)(C)CCC[C@@]21C	CC1(C)CCC[C+]2C(=CCCC2(C)C)C1	12.631	-13.327
C[C+]1CCC[C@@H]2C[C@@H]3[C@@H](CC3(C)C)[C@@]12C	C[C+]1[C@@H]2CC(C)(C)[C@@H]2C[C@H]2CCC[C@@]12C	14.544	-3.571
CC(C)=CCC[C@H]1CC[C+](C)[C@@H]2C[C@@]21C	CC1=CC[C@@]2(C)[C@H](CC1)CC[C@H]2[C+](C)C	7.209	6.878
CC1=CCC[C@@]2(C)CC[C@@H](C(C)C)C[C+]12	CC1=CCC[C@@]12C[C@H](C(C)C)CC[C+]2C	18.337	13.588
CC1(C)CC[C+]2[C@@H](C1)C[C@@]1(C)CC[C@@]21C	C[C+]1CC[C@]2(C)C[C@H]3CCC(C)(C)C[C@]132	15.481	1.925
C[C+](C)[C@@H]1CC[C@H](C)[C@]12CC[C@]1(C)C[C@@H]12	CC(C)=CCC[C@H](C)[C+]1CC[C@]2(C)C[C@H]12	14.88	14.828
CC(C)(C)[C+]1CCC([C@@]2(C)C=CC2)CC1	CC(C)C1(C)CC[C+]([C@@]2(C)C=CC2)CC1	14.781	0.012
C/C1=C\CC[C+](C)CCC(C)(C)/C=C\C1	C[C+]1CC=C2[C@@H]1CC[C@H](C)CCC2(C)C	11.437	-23.485
C[C+](C)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@@H](C3)[C@@]12C	CC(C)=CCC[C+]1[C@@H]2CC[C@@H](C2)C1(C)C	32.262	20.551
C/C=C(/C)C/C=C\[C+](C)CCC=C(C)C	C/C=C(/C)C[C@H]1C=C(C)CC[C@H]1[C+](C)C	1.02	0.058
C[C+](C)[C@]1(C)CCC[C@@]12CC[C@]1(C)C[C@H]21	CC(C)=C(C)CCC[C+]1CC[C@]2(C)C[C@H]12	17.089	14.142
C[C+]1C/C=C/C(C)(C)CC[C@@]2(C)CC[C@H]12	C[C+]1CC[C@@]2(C)CC[C@@H]2[C@@]2(C)C[C@H]2[C@H]1C	4.666	-0.912
CC(C)=CCC[C@]1(C)[C@H]2CC[C@@H]1C[C+]2C	C[C+]1[C@@H]2CC[C@H]3[C@@H]2C(C)(C)CCC[C@@]13C	12.543	-1.893
CC(C)=CCC[C@@H](C)[C@@]12CC[C+](C)[C@@H]1C2	CC1=CC[C@@]2(CC1)[C@H]([C+](C)C)CC[C@H]2C	0.908	-11.325
C/C=C1\[C@H]2CC[C@H](C2)[C+](C)CCC1(C)C	C[CH+][C@]12[C@H]3CC[C@H](C3)[C@@]1(C)CCC2(C)C	6.942	-16.351
C=C(C)CCC[C@@H](C)[C+]1CC=C(C)CC1	CC1=CCC([C@H](C)CCC[C+](C)C)=CC1	7.072	-4.404
CC(C)=C1CC[C@H](C)[C@H]2CC[C@H](C)[C+]2C1	CC(C)=C1[CH+]C[C@H](C)[C@H]2CC[C@H](C)[C@@H]2C1	6.826	-4.7
C[C+](C)C/C=C1/CC[C@H](C)[C@@H]2CC[C@]12C	C[C@H]1CC[C+]([C@H]2CC2(C)C)[C@@]2(C)CC[C@@H]12	7.753	-11.075
CC(C)=CCC[C@]1(C)[CH+]C=C(C)CCC1	CC1=CCC[C@](C)(CCC[C+](C)C)C=C1	13.421	9.19
C[C+]1CC[C@]12[C@@H]1C[C@H](C(C)C)CC[C@@]12C	CC1=C([C@]2(C)[CH+]C[C@H](C(C)C)CC2)CC1	27.561	27.219
C[C+]1CC[C@]2(C)C[C@H]1[C@]21CC[C@H](C)[C@H]1C	C[C@H]1CC[C+]2[C@@](C)([C@H]3CC[C@]2(C)C3)[C@@H]1C	10.237	0.503
C/C1=C(\C)C[C@H]2[C@H](C)CC[C@@H]2[C@H](C)C[CH+]1	C[C+]1[C@@H]2C[C@]2(C)[C@H]2CC[C@@H](C)[C@@H]2C[C@H]1C	20.68	-5.258
C/C1=C/CC/C(C)=C/C[C@H]([C+](C)C)CC1	C=C(C)[C@@H]1CC[C+](C)[C@H]2CC[C@@H](C)[C@@H]2C1	18.783	-38.285
C[C+]1CC[C@H](C)[C@@]2(C)C[C@H]2[C@]2(C)CC[C@H]12	C[C+]1CC[C@@H](C)[C@H]2CC[C@@]2(C)[C@@H]2C[C@]12C	6.057	-3.725
CC1(C)CC[C+]2[C@H]3CC[C@@]3(C)CC[C@]21C	C[C+]1C(C)(C)CC[C@@]12CC[C@]1(C)CC[C@@H]12	3.392	0.047
CC1=CC=C([C@H](C)CCC[C+](C)C)CC1	C[C+]1CC[C@@]23C[C@@H]1C(C)(C)[C@@H]2CC[C@H]3C	4.763	-23.126
C[C@@H]1CC[C@@H]2[C+]1[C@]1(C)CC[C@@H](C1)C2(C)C	C[C+]1CC[C@H]2C[C@]13[C@@H](CC[C@H]3C)C2(C)C	15.179	12.851
CC1=CC/C(=C(\C)CCC[C+](C)C)CC1	C=C(C)CCC[C@H](C)[C@]12CC[C+](C)[C@H]1C2	8.64	-1.78
C[C+]1CC[C@]2(C)C[C@@]1(C)C[C@]1(C)CC[C@@H]12	C[C+]1C[C@@]2(C)CC[C@]1(C)C[C@]1(C)CC[C@@H]12	7.073	2.606
CC(C)[C+]1C[C@@H]2[C@]3(C)CC[C@@H](CC3)[C@]12C	C[C+]1[C@H]2CC[C@](C)(CC2)[C@H]2C[C@@]12C(C)C	10.814	2.144
C=C(C)[C@@H]1CC[C@@]2(C)[C+](C)CCC[C@@H]2C1	C=C(C)[C@@H]1CC[C+]2[C@H](CCCC2(C)C)C1	0.589	-7.332
C[C+]1CCC(C)(C)C[C@@H]1[C@@]1(C)C=CCC1	C[C@H]1CC(C)(C)CC[C@]12[C@H]1[CH+]CC[C@]12C	11.2	1.273
C/C1=C\CC[C+](C)/C=C\C(C)(C)CCC1	C[C+]1CCCC(C)(C)/C=C\[C@]2(C)CC[C@H]12	0	-1.776
C=C(C[C+](C)C)[C@@H]1CC[C@]2(C)CC[C@H]1C2	C=C(CC(C)C)[C+]1CC[C@]2(C)CC[C@H]1C2	73.121	-10.688
C[C+]1CC=CC(C)(C)[C@@H]2C[C@@H](C)CC[C@H]12	CC1=C[C+](C)C(C)(C)[C@@H]2C[C@@H](C)CC[C@H]12	20.893	-9.991
C[C+]1C[C@@]2(C)CC[C@@H]3[C@H]2CC[C@]13C(C)C	CC(C)[C+]1CC[C@@H]2[C@H]3CC[C@]2(C)C[C@@]13C	4.038	1.154
C[C@H]1CC[C@H]2[C@@H]3C[C@@H](C)[C@@H](C[C+]13)C2(C)C	C[C+]1C[C@@H]2C[C@H]1C(C)(C)[C@H]1CC[C@H](C)[C@H]12	12.021	8.521
CC(C)[C@]1(C)CC[C@]2(CC1)[C@H]1[CH+]C[C@]12C	CC(C)C1(C)CC[C+]([C@@]2(C)C=CC2)CC1	10.413	10.285
C/C1=C2\CC[C@@]2(C)CC[C@H]([C+](C)C)CC1	CC(C)=C1CC[C@H](C)[C+]2CC[C@@]2(C)CC1	11.801	6.537
CC1(C)CCC[C@@H]2[C@H]3CC[C@]2(C)[C+](C3)C1	C[C+]1[C@@H]2CCCC(C)(C)C[C@]13CC[C@H]2C3	9.455	9.011
C[C+]1[C@H]2CC[C@H](C)[C@]3(CC[C@H](C)[C@]13C)C2	C[C+]1[C@@H](C)CC[C@]23C[C@H](CC[C@@H]2C)[C@]13C	29.798	22.611
CC(C)=CCC[C@H](C)[C+]1CC=C(C)CC1	CC1=CC[C@]2(CC1)[C@@H](C)CC[C@H]2[C+](C)C	0	-22.676
CC(C)[C@H]1CC[C@]2(C)CC[C@]3(C)C[C@@H]3[C+]12	C[C+]1CC[C@H](C(C)C)[C@@]12CC[C@]1(C)C[C@@H]12	12.673	10.368
CC1=CCC[C@@]2(C)CC[C@@H]([C+](C)C)C[C@@H]12	C[C+]1C=CC[C@@]2(C)CC[C@@H](C(C)C)C[C@@H]12	23.152	-4.126
C[C+]1CC[C@]2(C)CC[C@H]2[C@@]2(C)C[C@H]2[C@H]1C	C[C+]1C[C@H]2[C@@H](C)[C@@]2(C)CC[C@]2(C)CC[C@@H]12	25.838	-10.17
CC(C)[C+]1[C@@H]2C[C@@]1(C)[C@H]1CC[C@]2(C)CC1	C[C+]1C[C@@H]2[C@]3(C)CC[C@@H](CC3)[C@]12C(C)C	13.411	-9.983
CC(C)=C[CH+]C[C@]1(C)C[C@H]2CC[C@@H]1[C@@H]2C	CC(C)=CCC[C@]1(C)C[C@H]2CC[C@@H]1[C+]2C	27.086	14.789
CC(C)C1=C[CH+][C@H](C)[C@H]2CC[C@H](C)[C@H]2C1	CC(C)C1=CC[C@H](C)[C+]2CC[C@H](C)[C@H]2C1	10.27	9.835
C/C1=C/CC/C(C)=C/C[C+](C)[C@@H](C)CC1	C/C1=C/C=C(/C)[C@@H](C)CC[C+](C)CCC1	1.684	1.258
CC(C)=CCC[C@H](C)[C@H]1[CH+]C=C(C)CC1	C[C@H]1CC[C@@H]2[C@@H]3[C@H]1CC[C@]3(C)[CH+]C2(C)C	19.846	0.738
C[C+]1CCC=C2C[C@H](C(C)C)CC[C@]21C	CC(C)[C@@H]1CC[C+]2C(=CCCC2(C)C)C1	3.513	-12.809
C[C@@H]1CC[C@]2(C)C[C@H]([C@@H]1C)[C@]1(C)CC[C+]21	C[C@@H]1CC[C+]2C[C@H]([C@@H]1C)[C@]1(C)CC[C@]21C	3.705	-3.28
C[C@H]1CC[C@@H]2[C+]1C[C@]1(C)[C@@H](C)CC[C@@]21C	C[C@H]1CC[C+]2[C@H](C)[C@]3(CC[C@@H]3C)C[C@@]21C	27.719	-0.396
CC1=C[C@@H]2[C@H](C(C)C)CC[C+](C)[C@H]2CC1	C[C+]1CC[C@@H]2[C@H]3[C@H](C(C)C)CC[C@]2(C)[C@@H]13	1.901	-12.665
C[C+]1CC[C@]2(C)C[C@H]1[C@@]21CCCC1(C)C	CC1=CC[C@](C)([C+]2CCCC2(C)C)CC1	21.774	9.156
C[C+]1CC(C)(C)[C@@H]2CC[C@H](C)[C@H]3CC[C@@]123	C[C@H]1CC[C@@H]2[C+]3[C@@H]1CC[C@@]3(C)CC2(C)C	11.968	-3.767
CC(C)[C+]1[C@@H]2CC[C@]3(C)C[C@@]1(C)CC[C@H]23	C[C+]1C[C@@]2(C)CC[C@@H]3[C@H]2CC[C@]13C(C)C	3.608	2.926
CC1=CC[C@H](C2([C+](C)C(C)C)CC2)CC1	CC1=C[CH+][C@H](C2([C@H](C)C(C)C)CC2)CC1	5.519	-0.718
CCC[C@@]1(C)C[C+]2[C@@H](C[C@H]3CC[C@@]23C)C1	CCC[C@]1(C)C[C@@H]2C[C@H]3CC[C+](C)[C@@]23C1	14.269	-3.095
CC[C@@H]1[CH+]CC=C(C)[C@]12CCC(C)(C)C2	CC[C@@H]1[C@H]2C[C@H]2[C+](C)[C@]12CCC(C)(C)C2	5.701	-14.687
C/C1=C\C[C@@H](C)[C@@H](C)C[C+]2[C@@H](C)CC[C@@H]12	C/C1=C\C[C+](C)[C@@H](C)C[C@H]2[C@@H](C)CC[C@@H]12	16.948	8.009
C/C1=C/CC[C@@H](C)CC[CH+][C@@]12CC2(C)C	C=C(C)C/C1=C(/C)CCC[C@@H](C)CC[CH+]1	34.547	-11.29
CC1=CC[C@@]2(CC1)[C@H]([C+](C)C)CC[C@H]2C	C[C+]1CC[C@]23C[C@H]1C(C)(C)[C@@H]2CC[C@H]3C	2.679	-15.869
CC1=CC[C@]2(C)[C@@H](C)CC[C+](C)[C@@H]2CC1	C[C+]1CC[C@@H]2[C@]3(C)C[C@H]1[C@@]2(C)CC[C@@H]3C	15.172	-30.974
C[C@@H]1C[C@@]2(C)CC[C@]3(C)CC[C+]3[C@]1(C)C2	C[C+]1C[C@]2(C)CC[C@]3(C)CC[C@]13[C@H](C)C2	1.307	-7.08
C=C1[C@@H](CC[C@H]2CC[C+]2C)C(C)(C)[C@H]1C	C=C1[C@@H](CC[C@@]2(C)[CH+]CC2)C(C)(C)[C@H]1C	15.275	12.936
C[C+]1[C@H]2CC[C@@]2(C)[C@@H]2CC[C@@]1(C(C)C)C2	CC(C)[C+]1CC[C@@H]2C[C@@]1(C)[C@H]1CC[C@@]21C	2.449	-0.228
C[C+]1CC[C@]23CC[C@H](C2)C(C)(C)[C@@H]3[C@H]1C	CC1(C)[CH+][C@H]2C(C)(C)[C@@H]3CC[C@@]2(CC1)C3	10.636	5.967
C[C+]1CC[C@H]2[C@@H](CC2(C)C)[C@]2(C)CC[C@H]12	C[C@H]1CC[C@H]2[C+](CC2(C)C)[C@]2(C)CC[C@H]12	6.929	-2.607
CC(C)[C+]1[C@H]2CC[C@]3(C)C[C@@]2(C)CC[C@H]13	CC(C)[C@]12[CH+]CC[C@]3(C)C[C@@]1(C)CC[C@H]23	21.115	20.582
CC1=C2CC(C)(C)CCC[C+](C)[C@@H]2CC1	C/C1=C2\CC[C+](C)[C@H]2CC(C)(C)CCC1	28.338	3.04
C[C+]1CC[C@@H]2[C@@H]1CC(C)(C)C[C@H]1C[C@]12C	C/C1=C/CC(C)(C)[CH+][C@H]2C[C@@]2(C)CCC1	3.14	-4.161
CC1=CC[C@H]([C@H]2[C+](C)CCC2(C)C)CC1	CC1=CC[C@H]([C+]2[C@@H](C)CCC2(C)C)CC1	1.409	-0.676
C=C(C)CCC[C@H](C)[C@@H]1C=C[C+](C)CC1	CC1=CC[C@H]([C@@H](C)CCC[C+](C)C)C=C1	11.52	5.129
C[C@H]1C[C+]2[C@H]1CC[C@H](C)C21CC(C)(C)C1	C[C@H]1CC[C@H]2[C@@H](C)C[C@]23CC(C)(C)C[C+]13	0.173	-24.823
CC1=CC/C(=C/CC[C+](C)C(C)C)CC1	CC1=CC[C+]([C@H]2CC[C@@]2(C)C(C)C)CC1	12.807	-10.535
CC(C)[C+]1CC[C@@H](C)[C@]12CC[C@]1(C)C[C@H]21	CC(C)[C@]1([C+]2CC[C@]3(C)C[C@H]23)CC[C@H]1C	10.996	1.537
C[C+]1[C@H]2CC[C@@]13C[C@@H](C)[C@]3(C)CC[C@H]2C	C[C@@H]1CC[C@@]2(C)[C@H](C)C[C+]3CC[C@@H]1[C@]32C	1.98	-18.658
C/C1=C/CC(C)(C)[CH+][C@H]2C[C@@]2(C)CCC1	C[C+]1CCC[C@]2(C)CC=CC(C)(C)C[C@H]12	0	-31.035
C=C1CC[C+]2[C@H](C)CC[C@@H](C(C)C)C[C@@H]12	C=C1CC[C@@H]2[C+]1C[C@H](C(C)C)CC[C@H]2C	5.454	-10.17
C=C(C)CCC[C@@H](C)[C@]12CC[C+](C)[C@H]1C2	C=C(C)CCC[C@@H](C)[C+]1CC[C@@]2(C)C[C@@H]12	4.416	-1.378
C[C@H]1CC[C+]2[C@@H]1CC(C)(C)C[C@H]1C[C@@]21C	C[C+]1CC[C@@H]2[C@@H]1CC(C)(C)C[C@H]1C[C@]12C	18.181	18.181
C[C+]1CCC=C2CC(C)(C)CCC[C@@]21C	C[C+]1C2=CCC[C@@]1(C)CCCC(C)(C)C2	4.706	-5.341
CC(C)=C[CH+]C[C@]1(C)CC=C(C)CCC1	CC(C)=C[C@@H](C)C[C@]12CCC[C+](C)[C@H]1C2	13.144	-3.427
C/C(=C\CCC(C)C)[C@]12CC[C+](C)[C@H]1C2	CC1=CC/C(=C(/C)[CH+]CCC(C)C)CC1	0.611	-0.381
CC1(C)[CH+][C@@H]2C[C@@]2(C)[C@@H]2CC[C@]2(C)CC1	C=C[C@@H](C)[C@@]1(C)[C+](C)CC[C@@]2(C)CC[C@H]21	20.012	6.974
C[C+]1[C@H]2CC[C@H](C2)[C@@]2(C(C)C)CC[C@@]12C	C[C+]1CC[C@]2(C(C)C)[C@@H]3CC[C@@H](C3)[C@]12C	13.869	-12.233
C[C+](C)[C@@H]1[C@@H]2CC[C@H](C)[C@]23CC[C@@]1(C)C3	C[C+]1CC[C@]23C[C@H]1C(C)(C)[C@@H]2CC[C@@H]3C	7.818	-3.308
CC1=CC[C@]2(CC1)[C@H](C)[C@H]2CC[C+](C)C	CC1=CC[C@]2(CC1)[C@H](C)[C@H]2[CH+]CC(C)C	4.258	-8.032
C[C@H]1CC[C@H]2C[C+]3CC(C)(C)CCC[C@]312	C[C@H]1CC[C@H]2C[C@]3(CCCC(C)(C)C3)[C+]12	13.714	13.229
CC1=CCC([CH+]CC[C@@H](C)C(C)C)=CC1	CC1=CCC(CCC[C@@H](C)[C+](C)C)=CC1	22.577	0.093
C[C@@H]1CC[CH+][C@]12C[C@H]1CC[C@]2(C)C1(C)C	C[C@@H]1CC[C@@H]2C[C@H]3CC[C@@](C)([C+]12)C3(C)C	5.663	-22.197
CC1=CC=C([C@H](C)CCC[C+](C)C)CC1	CC1=CC=C([C+](C)CCCC(C)C)CC1	6.7	-19.123
CC(C)=CC[C@@H]1C[C@@]2(C)CC[C@H](C2)[C+]1C	CC(C)=CC[CH+][C@]1(C)C[C@@]2(C)CC[C@@H]1C2	22.919	20.922
C/C1=C\CC[C+](C)CCC(C)(C)/C=C/C1	C[C+]1C/C=C/C(C)(C)CC[C@]2(C)CC[C@H]12	2.64	-23.132
C[C@H]1CC[C@@]23CC[C@@H]([C@@H](C)C2)C(C)(C)[C+]13	C[C@H]1C[C@@]23[C+](CC[C@@H]1C2(C)C)CC[C@@H]3C	3.513	0.903
C=C1CC[C@@]1(C)[C+]1CCCC(C)(C)CC1	[CH2+][C@]12CC[C@@]1(C)[C@]21CCCC(C)(C)CC1	0.762	-6.919
C[C+]1C(C)(C)[C@@H]2CC[C@]13CC[C@H](C)[C@H]3C2	C[C@H]1CC[C@]23CC[C@H](C[C+]12)C(C)(C)[C@H]3C	7.23	0.85
C/C1=C2\C[C@H](C)[C@@]2(C)CC[C+](C)CCC1	C[C+]1CCC[C@@]2(C)CC[C@]3(C)[C@@H](C)C[C@]123	9.073	-36.117
C[C+]1CC[C@@H]2[C@H]1C[C@@H](C)[C@@H](C)[C@H]1C[C@@]21C	CC1=CC[C@@]2(C)[C@@H](C)CC[C+](C)[C@@H]2CC1	54.836	27.955
CC1=CC[C@@H](C(C)C)C[C+]2[C@@H](C)CC[C@H]12	CC1=C2CC[C@H](C)[C@H]2C[C@H](C(C)C)C[CH+]1	1.198	-13.272
